day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
10,86083380.0000,26410504.9680,22134088.8000,79669720.8000,12472877.9160,49324834.0080,28358920.8000,48812190.1200,30516602.4000,34912338.9012,181977825.6000,77837469.4440,0.0000,80306935.2000,15460247.8800,100281006.3240,149006415.6000,72036501.3000,54823269.6000,26335349.6400,78906256.5406,20501858.1600,28124614.0800,7706510.0280,27542120.0400,83189209.3560,8195604.6600,6811008.1200,20659419.2124,81049193.4240,27562021.2000,1876093.8480,45819744.8688,9916119.0000,39727879.2000,14641665.3720,26175486.9600,7177456.9800,70287854.6880,39217829.4000,10948300.7940,94530232.8000,0.0000,56231579.1600,80337241.4760,17542823.9400,12813054.6744,19294035.8400,58502354.4000,31327542.6336,80968775.5757,21890182.3200,34176495.6000,28050512.4000,56215866.8340,19438594.5780,61722002.7144,18694682.4600,21105408.3480,3374769.3372,76412534.9040,19623697.7400,68830584.2640,18265788.0000,42246562.3200,49050288.0000,69744889.4400,18840476.8800,138392252.2800,36701672.4000,138212375.7600,36388576.6560,1069743.0960,676360188.0000,520963668.0000,39827521.2060,297843732.0000,0.0000,128753790.4800,2911070.9880,252316944.0000,124880749.2000,139397821.2000,244034208.0000,0.0000,569157804.0000,13170632.1480,581970384.0000,177491016.0000,4404220.9560,4806794160.0000,4926923280.0000,45089337.6000,0.0000,10846944.0000,0.0000,12649946.4000,0.0000,4041201.9600,0.0000
11,145266361.2000,55743318.4320,39112711.2000,117367243.2000,42552392.7600,65449785.8556,40999150.8000,100299121.2000,16765441.5672,70015777.5600,330686626.6800,137785965.6240,0.0000,119792599.2000,5639365.4400,181897790.4000,278784381.2400,138451747.2012,92395137.6000,31330443.9600,166572396.6480,55326227.6952,70979877.3600,31761140.4000,30019580.2800,141718511.8008,9502880.9760,12425644.6560,28555277.4000,136848062.5200,55900809.3600,7524667.8457,86817718.8000,22268597.4000,80862382.8000,30889897.0560,45512757.3600,17238812.5080,104743017.3600,71133526.4400,19510916.4000,131488146.0000,0.0000,56600372.1600,135311789.7108,36428518.8000,24617966.3280,24603396.1200,86821895.5200,44013389.0760,115523888.4000,22740613.2000,53504780.4000,39720621.6000,84429594.0000,18745344.0000,78578789.4000,9613434.2400,31911770.4840,3868432.6889,107917363.8000,9189158.4000,89513831.5920,5923781.5680,44242440.8400,57514982.4000,92445667.6680,5404845.6000,181502587.0800,10720465.2000,181135062.0000,10422133.2000,0.0000,1215357840.0000,1262968992.0000,656228.1420,183036152.8800,66113110.8000,127674684.3600,262200279.6000,350864028.0000,489241623.6000,260816994.0000,447299208.0000,0.0000,1037258424.0000,0.0000,1041761484.0000,252736898.4000,4290261.9984,8638859880.0000,8735256000.0000,45019764.0000,0.0000,10886191.2000,0.0000,12886369.2000,0.0000,3784493.8800,0.0000
12,106626332.8800,38425489.9200,42141744.0000,165906954.0000,34865237.5200,71505324.0000,32895727.2000,160416205.2000,4218031.8000,140590951.2000,263746574.6400,127047621.5989,0.0000,143787286.8000,803544.4800,299654143.2000,100602704.5200,156464358.4800,183383532.0000,15861407.0400,19761635.6640,119704657.3200,39888392.4000,14239984.5000,14061406.6080,161648617.4280,3235274.0280,8061608.8440,12898600.9416,150786982.8000,11665028.5200,11219872.5000,5569277.7600,71171046.0000,14083405.3440,62241995.9520,4678808.2200,40064026.3200,17635382.2800,135569238.2640,30593665.0800,75930022.8000,0.0000,57145694.0400,10165935.6000,119065484.8800,21940015.3200,21780381.6000,6697278.0000,136877425.2000,1506875.0400,152106755.0400,56090851.2000,23733498.2400,1557676.0800,110925208.9800,0.0000,129499725.6000,3233154.2040,29573117.4600,0.0000,142046715.6000,0.0000,134461137.6000,67634571.6000,65259522.0000,0.0000,142719094.8000,0.0000,278690004.0000,0.0000,279784692.0000,577244.7720,1037653200.0000,462692952.0000,68266274.7240,355025229.4800,13494873.6000,295386665.7600,106385361.8400,408281011.2000,232780065.1200,70398546.8400,459110088.0000,226990.0800,672070140.0000,0.0000,682956972.0000,199197333.7200,56955722.2560,7009322760.0000,6503268600.0000,45977572.8000,0.0000,12788082.0000,0.0000,12497896.8000,0.0000,3748040.2800,0.0000
13,8222826.2400,123279930.0000,83464124.4000,33950741.0400,61199528.4000,84461263.2000,64855029.6000,39271647.6000,53346553.0560,41949547.2000,75141080.2800,143318527.2000,0.0000,119333700.0000,9554669.1720,143058546.0000,35723806.1280,296736624.0000,180762372.0000,19977946.2000,2484187.3080,227068776.0000,5202742.3200,64462662.0000,71529024.4560,65679321.6000,19513612.8000,694854.5663,14009468.2164,75427002.7200,2305222.2504,37421849.1600,0.0000,108297666.0000,965393.8920,108934106.4000,0.0000,51015236.4000,4249351.9800,122527846.8000,13714856.6400,28219680.0000,0.0000,63821757.6000,0.0000,156357799.2000,15653930.1480,27345978.0000,0.0000,144061581.6000,0.0000,189093589.2000,59271044.4000,37354399.2000,0.0000,135975225.6000,0.0000,157705830.0000,3668086.4400,41002063.2000,0.0000,180683154.0000,0.0000,165343143.6000,85211834.4000,79632428.4000,0.0000,177536966.4000,0.0000,343286892.0000,0.0000,343405620.0000,50115751.2000,1039403484.0000,311409648.0000,623114316.0000,963087228.0000,0.0000,1058502420.0000,0.0000,1744232724.0000,680866560.0000,4400121.2400,1052972712.0000,205737850.8000,140395163.1120,328196178.0000,259639092.0000,55476774.3600,147716748.0000,8878992840.0000,8600601240.0000,50488938.0000,0.0000,15470514.0000,0.0000,12396520.8000,0.0000,3737753.2800,0.0000
14,121667022.0000,38954052.0000,31651455.6000,87102482.4000,69264813.6000,10777860.7560,2169447.1200,92747764.8000,1697101.7437,58113511.2000,266985792.0000,55904662.8000,2791726.6140,54817981.2000,12352838.7600,110275074.0000,147965961.6000,106067199.6000,178853328.0000,829086.4800,74455405.2000,58128678.0000,32985279.7200,3267123.8400,113274464.4000,27164646.0000,35839443.6000,0.0000,135794991.6000,4852166.6160,0.0000,46844586.0000,31419854.6400,12273747.8400,48253582.0800,14096250.7200,40147464.6000,528206.1480,152183419.2000,267224.5980,13063325.4000,38326014.0000,0.0000,70871932.8000,104792586.4800,6110689.8240,5992419.0434,45613170.0000,112777331.7600,477513.0720,130324862.4120,1840443.8400,21855194.6400,52034212.8000,83791276.4520,2839658.4360,101831526.0000,1830385.9800,28822345.5600,779739.5412,111988000.4400,3914027.0280,107766306.3600,2750996.8800,56213103.6000,61006185.3600,106829961.8400,3382408.0800,215409851.6400,6216552.0000,216520986.7440,6629695.2000,346571053.2000,231781651.2000,183999189.6000,857157984.0000,783139248.0000,0.0000,729761724.0000,0.0000,1143500796.0000,405780372.0000,96073610.4000,704388600.0000,740625300.0000,0.0000,770097384.0000,20754080.1360,104423029.2000,44517002.4000,8731876680.0000,9095692680.0000,53886236.4000,0.0000,16875662.4000,0.0000,12927006.0000,0.0000,4101215.7600,0.0000
15,85159260.0000,8402122.8000,10336649.0400,55210456.8000,71023615.2000,0.0000,0.0000,88699273.2000,10478.5272,50540101.2000,206836128.0000,8683455.2400,3789795.9600,28263826.8000,8614004.4000,67723603.2000,132321060.0000,14963241.6000,97610497.2000,232750.6570,99547459.2000,1662566.2560,30785533.2000,0.0000,61364088.0000,10898723.1600,27596826.0000,0.0000,98891233.2000,2003997.0535,0.0000,29658463.2000,66928687.2000,0.0000,68007135.6000,4299904.8000,52126930.8000,0.0000,164991636.0000,0.0000,205623.9684,49038483.6000,0.0000,70267215.6000,149793336.0000,0.0000,11772270.0000,38190168.0000,146089548.0000,0.0000,181999008.0000,0.0000,32738238.0000,59441202.0000,126991116.0000,0.0000,147047652.0000,0.0000,38990494.8000,796537.2600,169455204.0000,0.0000,160447932.0000,0.0000,78595905.6000,90481996.8000,159408792.0000,0.0000,320572836.0000,0.0000,321049080.0000,0.0000,368612568.0000,47709694.8000,88368037.2000,716611608.0000,635734512.0000,0.0000,557803584.0000,0.0000,741863808.0000,179652096.0000,192675600.0000,258368508.0000,394725996.0000,0.0000,398575908.0000,0.0000,103754340.0000,22407267.6000,6229074960.0000,6627020400.0000,52750692.0000,0.0000,16207574.4000,0.0000,12852572.4000,0.0000,5008601.8800,0.0000
16,76452559.2000,5836044.4200,6241370.7600,39535718.4000,77791248.0000,0.0000,91722.2328,80250141.6000,1489728.8664,42328332.0000,193267908.0000,5478658.8804,4563080.7120,17785090.8000,7204091.0400,46552503.6000,135586476.0000,10000426.5108,77061830.4000,382161.3372,101580537.6000,908360.0640,33178471.2000,0.0000,53930584.8000,6848759.2320,21637515.6000,0.0000,89517981.6000,1148263.4160,1270270.0368,22527614.4840,63829022.4000,0.0000,65118236.4000,3579681.6000,48138901.2000,0.0000,151997688.0000,0.0000,268703.8128,46576551.6000,0.0000,63736754.4000,137441628.0000,0.0000,10907089.2000,34479558.0000,131180364.0000,0.0000,160413120.0000,0.0000,30478291.2000,51938204.4000,111194640.0000,0.0000,126681804.0000,0.0000,34626585.6000,559853.2440,145450080.0000,0.0000,136259748.0000,0.0000,67339116.0000,77004176.4000,135635976.0000,0.0000,271732212.0000,0.0000,271594800.0000,0.0000,261596095.2000,46806926.4000,95265759.6000,524710116.0000,483864660.0000,0.0000,413317440.0000,0.0000,594609156.0000,183178152.0000,254864484.0000,131205441.6000,131077202.7600,42344141.4720,155063811.6000,67445085.2040,84340191.6000,15116495.4000,4169605320.0000,4415744160.0000,49561783.2000,0.0000,13566625.2000,0.0000,12755955.6000,0.0000,4745930.7600,0.0000
17,52420586.4000,16049495.5470,22769976.1320,36200440.8000,25936387.1640,11336207.5170,20057245.2000,28817341.9200,38819114.6400,15874137.0360,124153063.2000,25318856.8800,26113.0896,29813695.2000,25543843.8480,21300832.9440,128517213.6000,20662632.3600,18219108.6000,16047199.0800,89742002.4000,3398524.5600,32383928.7612,3591367.9884,33682105.4400,18974348.6040,9268588.8000,852859.7280,39656654.2440,17251450.5600,21431465.2800,0.0000,56576516.4000,449.3952,44686694.8800,3340973.8692,37296140.7600,2907.4932,115479246.6000,403912.8468,407284.0704,84315081.6000,0.0000,57407600.1600,113985374.4000,0.0000,7606420.8167,25285682.1600,101574806.4000,0.0000,129992868.0000,0.0000,28044698.4000,41373018.0000,91889877.6000,0.0000,103475941.2000,0.0000,28389207.6000,554888.7252,121443660.0000,0.0000,112979476.8000,0.0000,55236207.6000,64256457.6000,113010836.4000,0.0000,226145916.0000,0.0000,226226520.0000,0.0000,94088.1600,773193744.0000,565420860.0000,21288433.6692,456161148.0000,0.0000,334352556.0000,0.0000,628397064.0000,293296752.0000,122857999.2000,242299047.6000,0.0000,652807224.0000,3303307.8000,655700256.0000,130924191.6000,8548932.9600,3673187640.0000,3909750480.0000,46637359.2000,0.0000,9979858.8000,0.0000,12878985.6000,0.0000,4579484.0400,0.0000
18,70121404.8000,21889832.4000,20302335.7200,56566033.2000,6660766.7028,25935388.8084,24557227.2000,30002043.6000,33557366.1600,12572536.3200,147372116.4000,57755764.8000,0.0000,48548156.4000,12632873.7744,32016857.2560,155696572.8000,39186399.6000,18678236.4000,36748540.8000,95161449.6000,3627765.0360,34350735.2400,2525782.7843,18901761.1560,49433263.9200,6579365.7600,5902177.6800,17690164.2000,36703796.0400,28670709.6000,0.0000,56637388.8000,0.0000,41495972.4000,2407870.8119,31860776.1600,68421.8520,85201783.2000,1607598.0000,246414.1187,89943739.2000,0.0000,54860329.4400,101859840.0000,3960.1080,7007473.0800,17071272.7200,79831704.2400,67649.8248,113637218.4000,0.0000,27892220.4000,34782040.8000,80013524.4000,0.0000,91586516.4000,0.0000,25765261.2000,553963.0468,109518476.4000,0.0000,101972260.8000,0.0000,49406882.4000,58307004.0000,102440455.2000,0.0000,205051356.0000,0.0000,205450992.0000,0.0000,0.0000,1040765760.0000,780164028.0000,0.0000,471668976.0000,0.0000,248322672.0000,0.0000,373615920.0000,122103298.8000,88895786.4000,370814004.0000,0.0000,752684112.0000,0.0000,749840472.0000,225905292.0000,0.0000,5093941680.0000,5354971560.0000,45680533.2000,0.0000,8153072.2800,0.0000,12795472.8000,0.0000,4072404.2400,0.0000
19,18525297.6000,29392081.2000,29363252.4000,25727490.0000,815083.4376,26962021.4400,27445489.2000,4265602.8840,39270931.2000,4934201.9256,38136286.8000,63123782.4000,450087.9012,17073286.9200,24563592.3600,9765055.5084,43173090.0000,30319597.4400,4300137.7200,44249137.2000,18884706.3490,10473978.2400,7930987.9560,4406830.6363,8770583.2428,35468701.2000,1994598.7596,4115297.2540,9756917.8200,37392971.7600,7563784.6440,2000604.5280,13488500.8440,4140754.1640,6541007.1480,9799416.9155,8491581.6372,3280145.6376,34200925.5600,12286360.2240,105162.0192,58336513.2000,0.0000,52889643.7200,29202130.8000,9118746.0000,3757455.9824,9264928.3200,26590743.7200,10051146.7200,32039101.8000,11163840.1200,11783626.9200,12320493.7680,23897869.5924,7351855.5384,25531182.6048,8444720.5200,6954731.3952,2965433.4736,30253736.1240,9328484.2716,27389474.2476,7976651.3496,17320050.3600,19744192.4400,27610838.2800,9187916.7600,54391330.8000,16855193.7720,54148300.2000,16884062.4600,0.0000,918501120.0000,523295388.0000,12390354.8748,439473132.0000,0.0000,239321448.0000,0.0000,432544968.0000,196239290.4000,31829839.9200,382988844.0000,0.0000,573527592.0000,0.0000,576475956.0000,197771688.0000,0.0000,4963124880.0000,4944254400.0000,45024897.6000,0.0000,7837658.6400,0.0000,12410121.6000,0.0000,3821827.6800,0.0000
20,11896277.7600,22347978.3000,33229540.8000,11218467.9600,14956416.4115,9282678.2352,35326735.2000,1475106.9120,67399318.8000,161670.4920,27982213.5600,41298102.6480,21418067.5200,1004810.1156,99234651.6000,327195.2520,56265258.8880,3510722.8620,3955740.1452,63489888.0000,49035748.3920,1527408.4860,10924427.3040,2701689.4800,49446358.2000,3318972.9840,5153367.9600,237653.0784,47951247.6000,3645557.2296,14067484.9200,2282218.6680,38003531.7600,0.0000,19523928.8621,4102698.2400,26199905.4000,0.0000,103349613.6000,1342.1909,1201307.1192,68489276.4000,0.0000,51589150.9200,84903235.2000,0.0000,3838357.2118,24037416.0000,84862994.4000,0.0000,97400638.8000,0.0000,19451728.4400,31846434.4800,73395464.4000,0.0000,78840536.4000,0.0000,19127564.2800,705586.1561,91937253.6000,0.0000,85813635.6000,0.0000,41662538.6400,48256525.4400,85836240.0000,0.0000,172430798.4000,0.0000,173115090.0000,0.0000,0.0000,845407260.0000,548636004.0000,7140526.8840,490120380.0000,0.0000,279967572.0000,0.0000,316577484.0000,28741301.8560,12911665.1944,360436860.0000,0.0000,482706180.0000,0.0000,474995628.0000,216211248.0000,0.0000,3712813560.0000,4024614600.0000,43142745.6000,0.0000,7696746.3600,0.0000,12479907.6000,0.0000,3660069.9600,0.0000
21,740790.9360,117465246.0000,133604625.6000,12973284.7200,23138453.0754,30992940.0000,129414135.6000,3442522.4280,135566784.0000,0.0000,36535705.2000,242630820.0000,83337325.2000,0.0000,216475740.0000,0.0000,15785488.5480,72405729.7200,11435267.1600,159029424.0000,37600829.2800,63156878.2800,884977.4376,29805526.4400,81443682.0000,12949338.1356,2685479.2355,12042576.7200,55750690.8000,29674898.2138,22816389.6000,35656.6680,17917343.6400,12959839.0620,4716656.7480,43430377.3200,10620123.1200,10765096.9200,81457142.4000,20009507.0400,3126473.1540,76174927.2000,0.0000,50360399.2800,43835462.6400,22514416.9200,5863774.7520,21278872.8000,60086769.4822,12735556.4880,56105205.1200,26822135.9880,17445873.6000,23912532.7200,52352140.6422,9837234.8784,50695428.6000,17899441.2000,7525719.0360,10295954.1000,58872395.5200,18246719.8800,54757985.7240,16609543.2000,34603256.8800,40266554.4000,54169636.3200,19554645.6000,108033081.0120,36140313.6000,107190364.6800,36079560.0000,0.0000,1105326396.0000,696290652.0000,6832717.5240,470917008.0000,0.0000,314423186.4000,29269059.4800,550118664.0000,275247723.6000,45936205.0092,397174104.0000,0.0000,772525656.0000,0.0000,781890588.0000,182953944.0000,4826575.4400,6397562520.0000,6293687040.0000,43096161.6000,0.0000,7346788.5600,0.0000,11553480.0000,0.0000,3394304.6400,0.0000
22,0.0000,102688441.2000,77347162.8000,412600.2012,1934259.6031,39820026.9600,91731009.6000,29655.6311,88243210.8000,210374.8056,13730864.7600,208355040.0000,33517350.0000,209711.4725,108423871.2000,0.0000,1272117.4920,130298011.2000,6256774.8000,84328016.4000,425591.2440,104443891.2000,106859.4480,32796810.0000,34707675.6000,13567619.8800,3703390.4232,5575262.1840,20202192.0000,45917859.9600,9820469.8800,3107721.2400,0.0000,45648381.6000,491554.1588,63900709.2000,64273.9212,26351566.9200,24952806.0000,43251932.2320,1271563.5600,50556247.2000,0.0000,47680408.0800,703490.0400,64495505.8800,5371959.2544,15780114.0000,3931807.4424,36642181.7160,1335483.2520,68512381.9200,17746818.1200,16531401.6000,1553689.8684,36173553.4800,1395952.2720,50149220.7600,1120250.9160,20279355.8400,980914.6800,55839792.3120,1314368.5464,49033666.9721,25166538.3600,26226931.3200,972098.6400,56968632.0000,2228770.8000,105779597.9760,2561688.3600,105936076.0800,0.0000,952886556.0000,574466580.0000,5026805.3124,284610168.0000,0.0000,49713247.1628,92805987.6000,351249624.0000,390590316.0000,38989864.0800,417734568.0000,81953.6400,569392128.0000,761473.4400,567702216.0000,334933056.0000,4766076.5256,5222070360.0000,5170815360.0000,41550112.8000,0.0000,6856860.2400,0.0000,10821484.8000,0.0000,3148492.6800,0.0000
23,11197317.7080,33790482.0000,34310566.8000,4646279.6280,32602244.4000,1514543.7600,19320913.0800,15644564.5680,40445802.0000,19869084.7200,57804627.6000,66048364.8000,21047857.2000,0.0000,47517199.2000,3765320.6760,43965716.4000,50394427.2000,23630468.4000,23105095.2000,28253530.0080,22683340.8000,1089232.1316,11690856.4320,51909555.6000,6254246.1600,21940156.8000,0.0000,58024897.2000,9580764.0240,2246277.6000,36517550.4000,13339856.4840,1055820.4272,21643779.6720,5917487.4000,17745407.2800,10204.8480,58519720.8000,286404.1826,10212775.7760,21552944.4000,0.0000,45246462.1200,44422743.6000,197456.4360,3020058.2448,16907220.0000,44665164.0000,0.0000,55413712.8000,0.0000,8380349.6400,19288458.0000,33873426.0000,0.0000,42834452.4000,0.0000,12716631.3600,59691.3372,46504396.8000,0.0000,44594190.0000,0.0000,22565602.8000,24311469.6000,44745033.6000,0.0000,89349174.0000,0.0000,89344476.0000,0.0000,17110362.9240,568532124.0000,369104040.0000,188418006.0000,459840636.0000,0.0000,356746896.0000,0.0000,478326312.0000,121690983.6000,8708280.3720,625878792.0000,122569139.8800,56878198.1280,191683944.0000,125905492.8000,108118008.0000,5154496.7436,4851754200.0000,4940265600.0000,38698434.0000,0.0000,6482851.5600,0.0000,10643418.0000,0.0000,2987691.8400,0.0000
24,20783016.0000,17388709.2000,14607864.0000,9866089.8000,37873519.2000,0.0000,4808952.1656,30409002.0000,23784253.2000,29580818.4000,66861309.6000,25237479.6000,6950726.7120,228280.4280,16982989.2000,11442313.0800,44212233.6000,22818654.0000,27739904.4000,2890730.9520,41658591.6000,4354984.8000,322412.0760,13053548.5200,35729668.8000,1817735.0544,23531205.6000,0.0000,32439214.8000,9441208.1160,4071380.4000,25240741.2000,31286718.0000,0.0000,32356800.0000,1352210.7600,23058464.4000,0.0000,58055612.4000,28134.3384,6254955.4320,31107967.2000,0.0000,43456890.9600,61838874.0000,0.0000,6180651.3600,12442543.2000,53916318.0000,0.0000,72042663.6000,0.0000,14209074.0000,22811662.8000,47497410.0000,0.0000,56927732.4000,0.0000,16199125.2000,83535.9970,64910174.4000,0.0000,61204798.8000,0.0000,30315888.0000,33990991.2000,61960222.8000,0.0000,123599052.0000,0.0000,123936660.0000,0.0000,34728768.0000,367243416.0000,259144812.0000,296089272.0000,499355028.0000,0.0000,437210928.0000,0.0000,664010820.0000,223350120.0000,51524614.8000,459670608.0000,93571556.4000,11038214.8800,131908914.0000,45894758.4000,80606304.0000,15742641.6000,3868064280.0000,4054914000.0000,36925866.0000,0.0000,6051864.6000,0.0000,10706904.0000,0.0000,2958172.2000,0.0000
25,26852032.8000,11364039.0000,8121238.2000,6945568.5600,38313043.2000,105497.9820,7461834.8040,30462382.8000,35217795.6000,34476303.6000,74554592.4000,6656674.1760,3816322.7400,4830148.5120,12171893.4000,4489097.2200,53217813.6000,2835702.9180,25898569.2000,107254.6596,43582586.4000,955838.3040,13976381.1600,632892.4560,39515814.0000,83019.8376,18722386.8000,0.0000,36482904.0000,3128800.3560,15675780.2400,8646433.9200,40055634.0000,0.0000,26018773.2000,2208491.2800,30015226.8000,0.0000,84327238.8000,0.0000,516412.2575,54038638.8000,0.0000,42856476.8400,83735254.8000,0.0000,6810294.6000,18384987.6000,76302342.0000,0.0000,100156644.0000,0.0000,18512996.4000,32177278.8000,66327753.6000,0.0000,80327970.0000,0.0000,22049899.2000,470105.2800,90152938.8000,0.0000,85633941.6000,0.0000,43158279.6000,47501812.8000,86965412.4000,0.0000,173187540.0000,0.0000,173613708.0000,0.0000,8336706.1200,460391256.0000,303908508.0000,129082604.4000,458077896.0000,0.0000,362701512.0000,0.0000,393943752.0000,27060127.2000,22277566.5840,286067088.0000,451636.5600,180355215.6000,6205795.7040,181926003.6000,101013778.8000,2337680.8836,3856737960.0000,4107165840.0000,36659815.2000,0.0000,5617677.9600,0.0000,10535126.4000,0.0000,2918936.5200,0.0000
26,33968440.8000,4851975.9600,3575894.4000,14665503.6000,27114735.6000,14744.7446,1181284.0920,24618758.4000,8677740.2400,8114681.5200,81748213.2000,0.0000,36935.6173,11570486.4000,8680888.8000,11337083.2800,69908497.2000,0.0000,22329356.4000,1687141.9440,59152111.2000,340579.2060,17022398.4000,0.0000,24652040.4000,340733.2694,10473570.0000,0.0000,39152095.2000,0.0000,3136689.0000,4522804.5600,39642580.8000,0.0000,34174152.0000,1876635.7200,29533165.2000,0.0000,90760064.4000,0.0000,252488.6604,45206474.4000,0.0000,42219122.4000,86943261.6000,0.0000,5929527.2400,21500488.8000,78962810.4000,0.0000,104176836.0000,0.0000,18979502.4000,33451905.6000,68255755.2000,0.0000,83585318.4000,0.0000,22832114.4000,653086.9800,92504998.8000,0.0000,87806300.4000,0.0000,44981301.6000,48501316.8000,89833842.0000,0.0000,177941160.0000,0.0000,178130016.0000,0.0000,0.0000,829967544.0000,533355912.0000,11094223.5720,488561616.0000,0.0000,354044916.0000,0.0000,449418780.0000,93835400.4000,0.0000,352192644.0000,0.0000,474763752.0000,0.0000,473348412.0000,140022288.0000,4256292.7728,4350042360.0000,4556762280.0000,36283186.8000,0.0000,5271320.5200,0.0000,10395799.2000,0.0000,2895282.3600,0.0000
27,29172006.0000,5502850.5600,1440774.3600,12867932.8800,24875672.4000,13567.3949,0.0000,25716931.2000,2538416.1600,7905226.3200,67777387.2000,92932.0884,34511.6556,9096960.2400,7303635.0000,15560913.6000,53960918.4000,0.0000,23399085.6000,3184212.9600,50501131.2000,1233864.9655,9118867.3200,0.0000,16694043.4800,0.0000,9980013.6000,0.0000,25265264.4000,0.0000,1331327.2680,5511369.2400,32513731.2000,0.0000,29970086.4000,1230228.7200,23972446.8000,0.0000,72956444.4000,0.0000,99585.8233,40056418.8000,0.0000,40979638.8000,71396146.8000,0.0000,4566886.2000,17806496.4000,62611135.2000,0.0000,84656430.0000,0.0000,15765296.4000,26904409.2000,54389156.4000,0.0000,67635385.2000,0.0000,18875358.0000,623283.1560,74258953.2000,0.0000,69954145.2000,0.0000,36355302.0000,38149855.2000,73102608.0000,0.0000,143255016.0000,0.0000,143377488.0000,0.0000,0.0000,965091960.0000,650971260.0000,0.0000,459203544.0000,0.0000,234961884.0000,0.0000,255867192.0000,20123862.1200,205765.9560,377957484.0000,0.0000,585246888.0000,0.0000,584134272.0000,224948340.0000,0.0000,4570626600.0000,4731760800.0000,35547044.4000,0.0000,4894268.7600,0.0000,9568310.4000,0.0000,2848024.4400,0.0000
28,22047645.6000,6693552.3600,1342671.6528,6588631.0800,26490963.6000,51138.1080,0.0000,23612806.8000,1784598.1920,8728688.8800,55884510.0000,279307.9602,99661.0068,6136607.8800,4863097.4400,13432414.3200,43075231.2000,0.0000,21052868.4000,3631005.3600,41184619.2000,2300868.7200,7512463.0800,18916.4268,12446857.4760,179725.8600,10036792.8000,0.0000,17671683.6000,7324.4520,1066002.9480,5260232.8800,27260712.0000,0.0000,24056614.8000,912044.9520,19966755.6000,0.0000,59877151.2000,0.0000,0.0000,36903740.4000,0.0000,38886096.6000,59829368.4000,0.0000,3516546.9600,14895892.8000,50569484.4000,0.0000,69878912.4000,0.0000,13422492.0000,21942244.8000,44112524.4000,0.0000,55245780.0000,0.0000,15823778.4000,315263.9700,60754672.8000,0.0000,57230593.2000,0.0000,29671725.6000,31266925.2000,59630605.2000,0.0000,117039096.0000,0.0000,117166320.0000,0.0000,0.0000,754319268.0000,482738292.0000,50545824.4800,441371952.0000,0.0000,166878637.2000,1153277.1720,404454708.0000,236591661.6000,0.0000,423769356.0000,0.0000,328571208.0000,2262173.4000,329907384.0000,276967908.0000,0.0000,4592657880.0000,4735995120.0000,34131916.8000,0.0000,4392533.1600,0.0000,8180424.7200,0.0000,2808222.4800,0.0000
29,12511113.4800,7445048.4000,2908298.2680,2649722.9400,21954902.4000,18458.2692,0.0000,16987320.0000,2805614.2800,6161063.4000,36995821.2000,918784.7219,76046.6787,4755600.7200,4494616.2000,9825999.3000,28917339.4800,18543.8520,14848106.4000,4866118.2000,29176408.8000,2710479.6000,4754909.6640,444143.0520,8025707.8692,1323104.4540,8521082.6400,0.0000,9456165.2664,1596672.4680,1283220.4680,4412500.9200,20232993.6000,0.0000,16100681.0400,508632.5592,14592531.6000,0.0000,43401294.0000,0.0000,28271.7504,33324746.4000,0.0000,35089286.0400,44968626.0000,0.0000,1979523.7200,11451888.0000,35081506.8000,0.0000,50671659.6000,0.0000,10509253.5600,15462832.6800,31156045.2000,0.0000,39286346.4000,0.0000,11912006.5200,193338.1116,43320348.0000,0.0000,39775856.4000,0.0000,20932635.6000,21366108.0000,42960344.4000,0.0000,82691308.8000,0.0000,82643396.4000,0.0000,0.0000,581605308.0000,344062260.0000,231981516.0000,551145600.0000,0.0000,400987908.0000,0.0000,432759240.0000,32655095.8488,11210065.8120,544675536.0000,2239202.3040,51355047.6000,30176352.0000,79764901.2000,149567004.0000,0.0000,4905006480.0000,4976778600.0000,30939530.4000,0.0000,3898533.6000,0.0000,7317839.1600,0.0000,2785475.5200,0.0000
